Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
Kmart,401K PLANS,No match found,,none,,No match found for input: Kmart,False,our_no_match
CHEROKEE BRICK & TILE COMPANY,TRUST COMPANY OF TENNESSEE,CAPITAL GROUP RETIREMENT PLAN SVCS.,CHEROKEE BRICK & TILE COMPANY,High,exact_normalized,Recordkeeper: CAPITAL GROUP RETIREMENT PLAN SVCS. | Matched employer: CHEROKEE BRICK & TILE COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: CHEROKEE BRICK & TILE COMPANY EMPLOYEE 401(K) PLAN | Participants: 375 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
A1 industries,401K PLANS,John Hancock,"A-1 INDUSTRIES OF FLORIDA, INC.",High,spacing_insensitive,"Recordkeeper: John Hancock | Matched employer: A-1 INDUSTRIES OF FLORIDA, INC. | Confidence: High (93%) | Match method: spacing_insensitive | Plan: A-1 INDUSTRIES RETIREMENT PLAN | Participants: 590 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",False,mismatch
Graphic design,401K PLANS,No match found,,none,,No match found for input: Graphic design,False,our_no_match
R & R rebar,PAYCHEX,No match found,,none,,No match found for input: R & R rebar,False,our_no_match
R&R rebar LLC,PAYCHEX,No match found,,none,,No match found for input: R&R rebar LLC,False,our_no_match
"WELLS FARGO BANK, N.A. THE TRUSTEE",OUTLOOK PRINTING SOLUTIONS,No match found,,none,,"No match found for input: WELLS FARGO BANK, N.A. THE TRUSTEE",False,our_no_match
DAIRYLAND USA CORP.,FIDELITY,Principal,DAIRYLAND USA CORP.,High,exact_normalized,"Recordkeeper: Principal | Matched employer: DAIRYLAND USA CORP. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE CHEF'S WAREHOUSE 401(K) PROFIT SHARING PLAN & TRUST | Participants: 5,174 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
GE Aplisnce,FIDELITY,No match found,,none,,No match found for input: GE Aplisnce,False,our_no_match
"TTI, INC.",AMERICAN TRUST COMPANY,Fidelity Investments,"TTI, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: TTI, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: TTI INCORPORATED 401(K) PLAN | Participants: 5,671 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"SPECIAL TOUCH CDPAP, INC",TAG RESOURCES,Transamerica,"SPECIAL TOUCH CDPAP, INC",High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: SPECIAL TOUCH CDPAP, INC | Confidence: High (100%) | Match method: exact_normalized | Plan: SPECIAL TOUCH CDPAP, INC RETIREMENT PLAN | Participants: 1,592 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
McDonald,401K PLANS,Empower Retirement,"A. Y. MCDONALD INDUSTRIES, INC.",High,word_boundary,"Recordkeeper: Empower Retirement | Matched employer: A. Y. MCDONALD INDUSTRIES, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: A. Y. MCDONALD INDUSTRIES, INC. 401(K) PLAN | Participants: 1,596 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Aeroframe Service,401K PLANS,No match found,,none,,No match found for input: Aeroframe Service,False,our_no_match
FIDELITY BANK,VOYA RETIREMENT INSURANCE AND ANNUITY,Empower Retirement,THE FIDELITY BANK,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: THE FIDELITY BANK | Confidence: High (100%) | Match method: exact_normalized | Plan: THE ENHANCED CAPITAL ACCUMULATION PLAN FOR THE EMPLOYEES OF THE FIDELITY BANK | Participants: 725 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
Planet 13,ADP,No match found,,none,,No match found for input: Planet 13,False,our_no_match
"OSI INDUSTRIES, LLC",VOYA RETIREMENT ADVISORS,ONEAMERICA RETIREMENT SERVICES LLC,"OSI INDUSTRIES, LLC",High,exact_normalized,"Recordkeeper: ONEAMERICA RETIREMENT SERVICES LLC | Matched employer: OSI INDUSTRIES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: OSI INDUSTRIES, LLC PROFIT SHARING AND EMPLOYEES SAVINGS PLAN | Participants: 2,872 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
LOCKHEED MARTIN CORPORATION,XEROX,Empower Retirement,LOCKHEED MARTIN CORPORATION,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: LOCKHEED MARTIN CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: LMC DEFINED CONTRIBUTION MASTER TRUST | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
D.V.Brown & Associates,AMERICAN FUNDS - CAPITAL GROUP,No match found,,none,,No match found for input: D.V.Brown & Associates,False,our_no_match
"MARRIOTT INTERNATIONAL, INC.",FIDELITY,Alight Solutions,"MARRIOTT INTERNATIONAL, INC.",High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: MARRIOTT INTERNATIONAL, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MARRIOTT RETIREMENT SAVINGS PLAN | Participants: 137,769 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Brent Scarborough,PRINCIPAL TRUST COMPANY,No match found,,none,,No match found for input: Brent Scarborough,False,our_no_match
THE WENDY'S COMPANY,GREAT-WEST LIFE AND ANNUITY INSURANCE,Transamerica,"WENDYS OF BOWLING GREEN, INC.",High,word_boundary,"Recordkeeper: Transamerica | Matched employer: WENDYS OF BOWLING GREEN, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: WENDY'S EMPLOYEE INVESTMENT PLAN | Participants: 1,672 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
THE SALVATION ARMY,COREBRIDGE FINANCIAL,No match found,,none,,No match found for input: THE SALVATION ARMY,False,our_no_match
"BUTCH'S RATHOLE & ANCHOR SERVICE, INC.",CRI TPA SERVICES,Transamerica,"BUTCH'S RATHOLE & ANCHOR SERVICE, INC.",High,spacing_insensitive,"Recordkeeper: Transamerica | Matched employer: BUTCH'S RATHOLE & ANCHOR SERVICE, INC. | Confidence: High (93%) | Match method: spacing_insensitive | Plan: BUTCH'S RATHOLE & ANCHOR SERVICE, INC. 401(K) PLAN | Participants: 890 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",False,mismatch
Unknown,VANGUARD,No match found,,none,,No match found for input: Unknown,False,our_no_match
Piedmont driving club,401K PLANS,No match found,,none,,No match found for input: Piedmont driving club,False,our_no_match
Us Postal service,MERRILL LYNCH BURLINGTON,No match found,,none,,No match found for input: Us Postal service,False,our_no_match
Citibank,401K PLANS,Alight Solutions,"CITIBANK, N.A. PUERTO RICO, A SUBSIDIARY OF CITIGROUP INC.",High,word_boundary,"Recordkeeper: Alight Solutions | Matched employer: CITIBANK, N.A. PUERTO RICO, A SUBSIDIARY OF CITIGROUP INC. | Confidence: High (96%) | Match method: word_boundary | Plan: CITI RETIREMENT SAVINGS PLAN FOR PUERTO RICO | Participants: 388 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
PRP LOGISTICS LLC,ADP,John Hancock,PRP LOGISTICS LLC,High,exact_normalized,"Recordkeeper: John Hancock | Matched employer: PRP LOGISTICS LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: PRP LOGISTICS 401(K) PLAN | Participants: 1,818 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
ADP,ADP,Voya,"ADP TOTALSOURCE GROUP, INC.",High,word_boundary,"Recordkeeper: Voya | Matched employer: ADP TOTALSOURCE GROUP, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: ADP TOTALSOURCE RETIREMENT SAVINGS PLAN | Participants: 346,164 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Kidsco,401K PLANS,UNITED RETIREMENT INC.,"KIDSCO, INC.",High,exact_normalized,"Recordkeeper: UNITED RETIREMENT INC. | Matched employer: KIDSCO, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: KIDSCO INC 401K PROFIT SHARING PLAN & TRUST | Participants: 124 | Plan year: 2020 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
SCHERER BROS LUMBER CO,STANDARD RETIREMENT SERVICES,STANCORP FINANCIAL GROUP,SCHERER BROS. LUMBER CO.,High,exact_normalized,Recordkeeper: STANCORP FINANCIAL GROUP | Matched employer: SCHERER BROS. LUMBER CO. | Confidence: High (100%) | Match method: exact_normalized | Plan: SCHERER BROS LUMBER CO 401K PROFIT SHARING PLAN | Participants: 251 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
LA COSTENA USA,PUTNAM INVESTMENTS,Empower Retirement,LA COSTENA USA,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: LA COSTENA USA | Confidence: High (100%) | Match method: exact_normalized | Plan: LA COSTENA USA 401(K) PLAN | Participants: 749 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"BERRY GLOBAL, INC.",STANDARD RETIREMENT SERVICES,STANCORP FINANCIAL GROUP,"BERRY GLOBAL, INC.",High,exact_normalized,"Recordkeeper: STANCORP FINANCIAL GROUP | Matched employer: BERRY GLOBAL, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: BERRY GLOBAL EMPLOYEES 401(K) RETIREMENT PLAN | Participants: 20,663 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
FORREST SOLUTIONS INC,MUTUAL OF AMERICA,Fidelity Investments,FORREST SOLUTIONS INC,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: FORREST SOLUTIONS INC | Confidence: High (100%) | Match method: exact_normalized | Plan: FORREST SOLUTIONS, INC. 401(K) PROFIT SHARING PLAN AND TRUST | Participants: 5,082 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Texas department of criminal justice,ADP,No match found,,none,,No match found for input: Texas department of criminal justice,False,our_no_match
Imperia foods,401K PLANS,No match found,,none,,No match found for input: Imperia foods,False,our_no_match
"THE TJX COMPANIES, INC.",401K PLANS,Fidelity Investments,"THE TJX COMPANIES, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: THE TJX COMPANIES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE TJX COMPANIES, INC. 401(K) SAVINGS PLAN | Participants: 303,498 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Canfield Health Care,401K PLANS,No match found,,none,,No match found for input: Canfield Health Care,False,our_no_match
Hobby lobby distribution center,401K PLANS,No match found,,none,,No match found for input: Hobby lobby distribution center,False,our_no_match
Brilliance Salon Enterprises  Inc.,MORGAN STANLEY SMITH BARNEY,No match found,,none,,No match found for input: Brilliance Salon Enterprises  Inc.,False,our_no_match
Vandergriff chevrolet,401K PLANS,No match found,,none,,No match found for input: Vandergriff chevrolet,False,our_no_match
Ai formal wear,401K PLANS,No match found,,none,,No match found for input: Ai formal wear,False,our_no_match
tomorrows children inc,401K PLANS,No match found,,none,,No match found for input: tomorrows children inc,False,our_no_match
"MARRIOTT INTERNATIONAL, INC.",FIDELITY,Alight Solutions,"MARRIOTT INTERNATIONAL, INC.",High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: MARRIOTT INTERNATIONAL, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MARRIOTT RETIREMENT SAVINGS PLAN | Participants: 137,769 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Babalu,401K PLANS,No match found,,none,,No match found for input: Babalu,False,our_no_match
HERITAGE HALL,TAG RESOURCES,"PENTEGRA SERVICES, INC.",HERITAGE HALL,High,exact_normalized,"Recordkeeper: PENTEGRA SERVICES, INC. | Matched employer: HERITAGE HALL | Confidence: High (100%) | Match method: exact_normalized | Plan: HERITAGE HALL 403(B) DC AND TDA PLAN | Participants: 418 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Hearn,TRUIST BANK,RETIREMENT PLAN CONCEPTS & SRVCS,"HEARN INDUSTRIAL SERVICES, INC.",High,word_boundary,"Recordkeeper: RETIREMENT PLAN CONCEPTS & SRVCS | Matched employer: HEARN INDUSTRIAL SERVICES, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: HEARN INDUSTRIAL SERVICES, INC. EMPLOYEE 401(K) PLAN | Participants: 219 | Plan year: 2022 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
"MONRO, INC.",VANGUARD,Empower Retirement,"MONRO, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: MONRO, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: MONRO, INC. 401(K) PLAN | Participants: 7,351 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"PENNEY OPCO, LLC",ALIGHT SOLUTIONS,No match found,,none,,"No match found for input: PENNEY OPCO, LLC",False,our_no_match
SUPERIOR ENERGY INC.,T. ROWE PRICE,Fidelity Investments,SUPERIOR ENERGY INC.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: SUPERIOR ENERGY INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SUPERIOR ENERGY 401(K) PLAN | Participants: 2,448 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
HardHat,401K PLANS,No match found,,none,,No match found for input: HardHat,False,our_no_match
Premier Electrical Staffing,401K PLANS,No match found,,none,,No match found for input: Premier Electrical Staffing,False,our_no_match
Burger King,401K PLANS,MAP RETIREMENT USA LLC,"CAVE ENTERPRISES OPERATIONS, LLC DBA BURGER KING",High,word_boundary,"Recordkeeper: MAP RETIREMENT USA LLC | Matched employer: CAVE ENTERPRISES OPERATIONS, LLC DBA BURGER KING | Confidence: High (96%) | Match method: word_boundary | Plan: CAVE 401(K) PLAN | Participants: 1,548 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
Areotek,401K PLANS,No match found,,none,,No match found for input: Areotek,False,our_no_match
"JEFFERS, MANN & ARTMAN PEDIATRIC",ADP,Merrill Lynch,"JEFFERS, MANN & ARTMAN PEDIATRIC",High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: JEFFERS, MANN & ARTMAN PEDIATRIC | Confidence: High (100%) | Match method: exact_normalized | Plan: JEFFERS, MANN & ARTMAN PEDIATRIC AND ADOLESCENT MEDICINE, P.A. RE | Participants: 215 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Victoria's Secret & Co,401K PLANS,Alight Solutions,"VS SERVICE COMPANY, LLC",High,plan_spacing_insensitive,"Recordkeeper: Alight Solutions | Matched employer: VS SERVICE COMPANY, LLC | Confidence: High (91%) | Match method: plan_spacing_insensitive | Plan: VICTORIA'S SECRET & CO. 401(K) SAVINGS AND RETIREMENT PLAN | Participants: 20,422 | Plan year: 2024 | Reason: The normalized input matched the DOL plan name after removing spaces.",False,mismatch
KINDERCARE EDUCATION LLC,ADP,Empower Retirement,KINDERCARE EDUCATION LLC,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: KINDERCARE EDUCATION LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: KINDERCARE EDUCATION SAVINGS AND INVESTMENT PLAN | Participants: 40,550 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Blocksom&Company,401K PLANS,No match found,,none,,No match found for input: Blocksom&Company,False,our_no_match
PILOT INC.,JOHN HANCOCK LIFE INSURANCE COMPANY,Principal,PILOT CORPORATION,High,exact_normalized,"Recordkeeper: Principal | Matched employer: PILOT CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: PILOT CORPORATION 401(K) PLAN | Participants: 1,421 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
CONCORD HOSPITAL,VOYA,Fidelity Investments,"CONCORD HOSPITAL, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: CONCORD HOSPITAL, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: CONCORD HOSPITAL 403(B) PLAN | Participants: 3,123 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
usps,1ST COURCE BANK,No match found,,none,,No match found for input: usps,False,our_no_match
GEORGETOWN UNIVERSITY,FIDELITY,TIAA,GEORGETOWN UNIVERSITY,High,exact_normalized,"Recordkeeper: TIAA | Matched employer: GEORGETOWN UNIVERSITY | Confidence: High (100%) | Match method: exact_normalized | Plan: GEORGETOWN UNIVERSITY VOLUNTARY CONTRIBUTION RETIREMENT PLAN | Participants: 19,108 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
MIDWESTERN UNIVERSITY,RELIASTAR LIFE INSURANCE COMPANY,TIAA,MIDWESTERN UNIVERSITY,High,exact_normalized,"Recordkeeper: TIAA | Matched employer: MIDWESTERN UNIVERSITY | Confidence: High (100%) | Match method: exact_normalized | Plan: MIDWESTERN UNIVERSITY RETIREMENT PLAN | Participants: 2,779 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Blue box logistics,401K PLANS,No match found,,none,,No match found for input: Blue box logistics,False,our_no_match
ACCESS COMMUNITY HEALTH CENTERS,LINCOLN FINANCIAL ADVISORS,"ASSOCIATED TRUST COMPANY, N.A.",ACCESS COMMUNITY HEALTH CENTERS,High,exact_normalized,"Recordkeeper: ASSOCIATED TRUST COMPANY, N.A. | Matched employer: ACCESS COMMUNITY HEALTH CENTERS | Confidence: High (100%) | Match method: exact_normalized | Plan: ACCESS COMMUNITY HEALTH CENTERS RETIREMENT PLAN | Participants: 376 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
TRINITY SERVICES INC.,OPPENHEIMER,AMERICAN UNITED LIFE INSURANCE CO,TRINITY SERVICES INC.,High,exact_normalized,"Recordkeeper: AMERICAN UNITED LIFE INSURANCE CO | Matched employer: TRINITY SERVICES INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: TRINITY SERVICES INC. 403B PLAN | Participants: 1,238 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"SIGN-ZONE, LLC",STANDARD RETIREMENT SERVICES,STANCORP FINANCIAL GROUP,"SIGN-ZONE, LLC",High,exact_normalized,"Recordkeeper: STANCORP FINANCIAL GROUP | Matched employer: SIGN-ZONE, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: SIGN-ZONE, LLC RETIREMENT SAVINGS PLAN | Participants: 666 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
NOODLES & COMPANY,STANDARD RETIREMENT SERVICES,STANCORP FINANCIAL GROUP,NOODLES & COMPANY,High,exact_normalized,"Recordkeeper: STANCORP FINANCIAL GROUP | Matched employer: NOODLES & COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: NOODLES & COMPANY 401(K) PLAN | Participants: 4,284 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"ASHLEY, INC.",MATRIX TRUST COMPANY,ONEAMERICA RETIREMENT SERVICES,"ASHLEY, INC.",High,exact_normalized,"Recordkeeper: ONEAMERICA RETIREMENT SERVICES | Matched employer: ASHLEY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: ASHLEY, INC. RETIREMENT PLAN | Participants: 434 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Subway,ADP,Newport Group,"FRANCHISE WORLD HEADQUARTERS, LLC",High,brand_alias,"Recordkeeper: Newport Group | Matched employer: FRANCHISE WORLD HEADQUARTERS, LLC | Confidence: High (98%) | Match method: brand_alias | Plan: SUBWAY 401(K) SAVINGS PLAN | Participants: 1,145 | Plan year: 2024 | Reason: ""Subway"" is a known shorthand for FRANCHISE WORLD; the result comes from matching that filing name.",False,mismatch
"PENN HIGHLANDS HEALTHCARE, INC.",METLIFE LIFE INSURANCE$,Transamerica,"PENN HIGHLANDS HEALTHCARE, INC.",High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: PENN HIGHLANDS HEALTHCARE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: PENN HIGHLANDS HEALTHCARE 403(B) PLAN | Participants: 5,220 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Continental drive away,401K PLANS,No match found,,none,,No match found for input: Continental drive away,False,our_no_match
"MWH CONSTRUCTORS, INC.",STANCORP FINANCIAL GROUP,Fidelity Investments,"MWH CONSTRUCTORS, INC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: MWH CONSTRUCTORS, INC | Confidence: High (100%) | Match method: exact_normalized | Plan: MWH CONSTRUCTORS 401(K) PLAN | Participants: 941 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
THE WENDY'S COMPANY,EMPOWER,Transamerica,"WENDYS OF BOWLING GREEN, INC.",High,word_boundary,"Recordkeeper: Transamerica | Matched employer: WENDYS OF BOWLING GREEN, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: WENDY'S EMPLOYEE INVESTMENT PLAN | Participants: 1,672 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
national lamination CO,401K PLANS,No match found,,none,,No match found for input: national lamination CO,False,our_no_match
H&M richards,401K PLANS,No match found,,none,,No match found for input: H&M richards,False,our_no_match
Maui tropix surf co,401K PLANS,No match found,,none,,No match found for input: Maui tropix surf co,False,our_no_match
APPLE INC.,EMPOWER,Fidelity Investments,APPLE INC.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: APPLE INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: APPLE 401(K) PLAN | Participants: 144,388 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
sacramento gun range,INSPIRA,No match found,,none,,No match found for input: sacramento gun range,False,our_no_match
"SOUTHWEST KEY PROGRAMS, INC.",VANGUARD,Empower Retirement,"SOUTHWEST KEY PROGRAMS, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: SOUTHWEST KEY PROGRAMS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SOUTHWEST KEY PROGRAMS, INC. 401(K) RETIREMENT PLAN | Participants: 11,237 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Pls,401K PLANS,Principal,"PLS FINANCIAL SERVICES, INC.",High,word_boundary,"Recordkeeper: Principal | Matched employer: PLS FINANCIAL SERVICES, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: PLS FINANCIAL SERVICES, INC. 401(K) PLAN | Participants: 1,731 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
JEFFERSON REGIONAL MEDICAL CENTER,MUTUAL OF AMERICA,VALIC RETIREMENT SERVICES CO.,JEFFERSON REGIONAL MEDICAL CENTER,High,exact_normalized,"Recordkeeper: VALIC RETIREMENT SERVICES CO. | Matched employer: JEFFERSON REGIONAL MEDICAL CENTER | Confidence: High (100%) | Match method: exact_normalized | Plan: JEFFERSON REGIONAL MEDICAL CENTER RETIREMENT SAVINGS PLAN | Participants: 3,086 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
GENERAL MOTORS LLC,FIDELITY,T. Rowe Price,"GENERAL MOTORS FINANCIAL COMPANY, INC",High,word_boundary,"Recordkeeper: T. Rowe Price | Matched employer: GENERAL MOTORS FINANCIAL COMPANY, INC | Confidence: High (96%) | Match method: word_boundary | Plan: GM FINANCIAL EMPLOYEES 401K PLAN | Participants: 8,402 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
T.m. morris,401K PLANS,No match found,,none,,No match found for input: T.m. morris,False,our_no_match
Logansport state hospital,401K PLANS,No match found,,none,,No match found for input: Logansport state hospital,False,our_no_match
Rural king,401K PLANS,John Hancock,RURAL KING ADMINISTRATIVE SERVICES LLC,High,word_boundary,"Recordkeeper: John Hancock | Matched employer: RURAL KING ADMINISTRATIVE SERVICES LLC | Confidence: High (96%) | Match method: word_boundary | Plan: RURAL KING 401(K) PLAN | Participants: 7,419 | Plan year: 2023 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
"THE EROSION COMPANY, LLC",ADP,"CAPITAL DIRECTIONS, LLC","THE EROSION COMPANY, LLC",High,exact_normalized,"Recordkeeper: CAPITAL DIRECTIONS, LLC | Matched employer: THE EROSION COMPANY, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: THE EROSION COMPANY 401K PLAN | Participants: 138 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
TRINITY HEALTH,TRANSAMERICA,Fidelity Investments,TRINITY HEALTH CORPORATION,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: TRINITY HEALTH CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: TRINITY HEALTH 401(K) RETIREMENT SAVINGS PLAN | Participants: 9,723 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
WAYNE FARMS LLC,VANGUARD,Empower Retirement,WAYNE FARMS LLC,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: WAYNE FARMS LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: WAYNE-SANDERSON FARMS 401(K) RETIREMENT PLAN | Participants: 27,958 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"THERMO FISHER SCIENTIFIC, INC.",T. ROWE PRICE,Fidelity Investments,THERMO FISHER SCIENTIFIC INC.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: THERMO FISHER SCIENTIFIC INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: THERMO FISHER SCIENTIFIC INC. 401(K) RETIREMENT PLAN | Participants: 52,601 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
Sunoco turnpike,401K PLANS,No match found,,none,,No match found for input: Sunoco turnpike,False,our_no_match
"USA TRUCK, INC.",VANGUARD,ONEAMERICA RETIREMENT SERVICES LLC,"USA TRUCK, INC.",High,exact_normalized,"Recordkeeper: ONEAMERICA RETIREMENT SERVICES LLC | Matched employer: USA TRUCK, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: USA TRUCK EMPLOYEES' 401(K) SAVINGS PLAN | Participants: 1,161 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
West point Steven's,401K PLANS,No match found,,none,,No match found for input: West point Steven's,False,our_no_match
Professional builder supply,401K ADMINISTRATORS,Empower Retirement,PROFESSIONAL BUILDERS SUPPLY,High,fuzzy,"Recordkeeper: Empower Retirement | Matched employer: PROFESSIONAL BUILDERS SUPPLY | Confidence: High (98%) | Match method: fuzzy | Plan: PROFESSIONAL BUILDERS SUPPLY 401(K) PLAN - 15/16 | Participants: 247 | Plan year: 2022 | Reason: RapidFuzz WRatio scored 98, meeting the 92 threshold.",False,mismatch
