Employer,Provider,Our_Recordkeeper,Our_Matched_Employer,Our_Confidence,Our_Match_Method,Our_Tool_Result,Providers_Agree,Compare_Note
LOWES COMPANIES INC,PRINCIPAL LIFE INSURANCE COMPANY,Principal,LOWES COMPANIES INC,High,exact_normalized,"Recordkeeper: Principal | Matched employer: LOWES COMPANIES INC | Confidence: High (100%) | Match method: exact_normalized | Plan: LOWES 401(K) PLAN | Participants: 332,243 | Plan year: 2023 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"THE CHILDREN'S PLACE, INC.",FIDELITY,Fidelity Investments,"THE CHILDREN'S PLACE, INC.",High,spacing_insensitive,"Recordkeeper: Fidelity Investments | Matched employer: THE CHILDREN'S PLACE, INC. | Confidence: High (93%) | Match method: spacing_insensitive | Plan: THE CHILDREN'S PLACE 401(K) SAVINGS PLAN | Participants: 8,275 | Plan year: 2024 | Reason: The normalized input matched after removing spaces from both names.",True,equivalent
PLASMAN CORP. LLC,PRINCIPAL LIFE INSURANCE COMPANY,Principal,PLASMAN CORP. LLC,High,exact_normalized,"Recordkeeper: Principal | Matched employer: PLASMAN CORP. LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: A.P. PLASMAN EMPLOYEE 401(K) PLAN | Participants: 1,043 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"AMAZON.COM SERVICES, LLC",FIDELITY,Fidelity Investments,"AMAZON.COM SERVICES, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: AMAZON.COM SERVICES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: AMAZON 401(K) PLAN | Participants: 1,336,478 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"NSD NEWCO, INC",EMPOWER,Empower Retirement,"NSD NEWCO, INC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: NSD NEWCO, INC | Confidence: High (100%) | Match method: exact_normalized | Plan: NATION SAFE DRIVERS EMPLOYEE STOCK OWNERSHIP PLAN | Participants: 466 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"PRESTIGE SERVICES, INC.",CAPITAL GROUP RETIREMENT PLAN SERVICES,Fidelity Investments,PRESTIGE SERVICES CORP.,High,exact_normalized,Recordkeeper: Fidelity Investments | Matched employer: PRESTIGE SERVICES CORP. | Confidence: High (100%) | Match method: exact_normalized | Plan: PRESTIGE SERVICES CORP. 401(K) PLAN | Participants: 691 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,False,mismatch
"HARBOR, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Vanguard,HARBOR GROUP INC.,High,exact_normalized,"Recordkeeper: Vanguard | Matched employer: HARBOR GROUP INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: HARBOR GROUP INC. 401(K) PLAN | Participants: 1,693 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"BENTLEY TRUCK SERVICES, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"BENTLEY TRUCK SERVICES, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: BENTLEY TRUCK SERVICES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: BENTLEY TRUCK SERVICES, INC. 401(K) PROFIT SHARING PLAN AND TRUST | Participants: 189 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"EASTERN LIFT TRUCK CO., INC.",FIDELITY,Fidelity Investments,"EASTERN LIFT TRUCK CO., INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: EASTERN LIFT TRUCK CO., INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: EASTERN LIFT TRUCK CO., INC. 401(K) RETIREMENT PLAN | Participants: 1,360 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Iacaboni Site Specialists,401K PLANS,No match found,,none,,No match found for input: Iacaboni Site Specialists,False,our_no_match
"SODEXO, INC.",VOYA,Voya,"SODEXO, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: SODEXO, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SODEXO 401 (K) EMPLOYEES' RETIREMENT SAVINGS PLAN AND TRUST | Participants: 112,218 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"AEROFLOW HEALTHCARE, INC.",EMPOWER,Empower Retirement,"AEROFLOW HEALTHCARE, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: AEROFLOW HEALTHCARE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: AEROFLOW HEALTHCARE, INC. 401(K) PLAN | Participants: 772 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"LYDIA SECURITY MONITORING, INC.",FIDELITY,Fidelity Investments,"LYDIA SECURITY MONITORING, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: LYDIA SECURITY MONITORING, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: LYDIA SECURITY MONITORING, INC. 401(K) PLAN | Participants: 408 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
FOREST MANOR HEALTH AND REHAB,PRINCIPAL LIFE INSURANCE COMPANY,Principal,FOREST MANOR HEALTH AND REHAB,High,exact_normalized,Recordkeeper: Principal | Matched employer: FOREST MANOR HEALTH AND REHAB | Confidence: High (100%) | Match method: exact_normalized | Plan: AL LTC 401(K) PLAN | Participants: 374 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
"ACLD, INC.",EMPOWER,Empower Retirement,"ACLD, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: ACLD, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: ACLD, INC. 401(K) RETIREMENT PLAN | Participants: 2,284 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
BROOKLYN PROSPECT CHARTER SCHOOL,EMPOWER,Empower Retirement,BROOKLYN PROSPECT CHARTER SCHOOL,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: BROOKLYN PROSPECT CHARTER SCHOOL | Confidence: High (100%) | Match method: exact_normalized | Plan: BROOKLYN PROSPECT CHARTER SCHOOL RETIREMENT PLAN | Participants: 426 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
Pvmw,401K PLANS,No match found,,none,,No match found for input: Pvmw,False,our_no_match
VALVOLINE INC.,FIDELITY,Fidelity Investments,VALVOLINE INC.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: VALVOLINE INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: VALVOLINE 401(K) PLAN | Participants: 15,760 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"DARDEN RESTAURANTS, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"DARDEN RESTAURANTS, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: DARDEN RESTAURANTS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: DARDEN SAVINGS PLAN | Participants: 201,534 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Tricolor auto,ADP,No match found,,none,,No match found for input: Tricolor auto,False,our_no_match
"SOLARIS FOUNDATION, INC.",ACUFF AND ASSOCIATES,Principal,"SOLARIS FOUNDATION, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: SOLARIS FOUNDATION, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SOLARIS FOUNDATION 401(K) RETIREMENT PLAN | Participants: 1,983 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
STEEL WAREHOUSE COMPANY LLC,EMPOWER,EMP ANNUITY INSURANCE CO OF AMERICA,STEEL WAREHOUSE COMPANY LLC,High,exact_normalized,"Recordkeeper: EMP ANNUITY INSURANCE CO OF AMERICA | Matched employer: STEEL WAREHOUSE COMPANY LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: STEEL WAREHOUSE, LOCK JOINT TUBE AND SFI CONSOLIDATED PROFIT SHARING PLAN | Participants: 2,141 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"AUTOZONE, INC.",FIDELITY,Fidelity Investments,"AUTOZONE, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: AUTOZONE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: AUTOZONE, INC. 401(K) PLAN | Participants: 25,858 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"BOJANGLES' RESTAURANTS, INC.",EMPOWER,Empower Retirement,"BOJANGLES' RESTAURANTS, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: BOJANGLES' RESTAURANTS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: BOJANGLES' RESTAURANTS, INC. 401(K) PLAN | Participants: 5,642 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"URBAN PATHWAYS, INC.",MUTUAL OF AMERICA,Mutual of America,"URBAN PATHWAYS, INC.",High,exact_normalized,"Recordkeeper: Mutual of America | Matched employer: URBAN PATHWAYS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: 401(A) PROFIT-SHARING PLAN FOR EMPLOYEES OF URBAN PATHWAYS, INC. | Participants: 582 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"DOLLAR TREE, INC.",EMPOWER,Empower Retirement,"DOLLAR TREE, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: DOLLAR TREE, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: DOLLAR TREE RETIREMENT SAVINGS PLAN | Participants: 83,276 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Erick Alexander Ortiz Rivera,401K PLANS,No match found,,none,,No match found for input: Erick Alexander Ortiz Rivera,False,our_no_match
"QUALITY PORK PROCESSORS, INCORPORATED",EMPOWER,Empower Retirement,"QUALITY PORK PROCESSORS, INCORPORATED",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: QUALITY PORK PROCESSORS, INCORPORATED | Confidence: High (100%) | Match method: exact_normalized | Plan: QUALITY SELECT 401(K) PLAN | Participants: 1,642 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
NYC DOE,401K PLANS,No match found,,none,,No match found for input: NYC DOE,False,our_no_match
NYC doe,401K PLANS,No match found,,none,,No match found for input: NYC doe,False,our_no_match
"EMPOWER HR, LLC",PINNACLE FINANCIAL SERVICES,Transamerica,"EMPOWER HR, LLC",High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: EMPOWER HR, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: EMPOWER HR RETIREMENT SAVINGS PLAN | Participants: 11,335 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
MCDONALD'S CORPORATION,EMPOWER,Empower,MCDONALDS CORPORATION AND SUBSIDIARIES,High,curated_override,"Recordkeeper: Empower | Matched employer: MCDONALDS CORPORATION AND SUBSIDIARIES | Confidence: High (100%) | Match method: curated_override | Plan: MCDONALD'S CORPORATION 401(K) PLAN | Participants: 32,808 | Plan year: 2024 | Reason: McDonald's Corporation 401(k) plan materials and SEC filings name Empower as recordkeeper (since January 2020). DOL Schedule C can still list legacy providers such as Voya without reflecting the current recordkeeper.",True,equivalent
"SARGENT & GREENLEAF, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"SARGENT & GREENLEAF, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: SARGENT & GREENLEAF, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SARGENT & GREENLEAF RETIREMENT PLAN | Participants: 200 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WESTROCK COMPANY,EMPOWER,Empower Retirement,WESTROCK COMPANY,High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: WESTROCK COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: WESTROCK COMPANY 401(K) RETIREMENT SAVINGS PLAN | Participants: 46,052 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"GOODWILL INDUSTRIES, INC.",NATIONWIDE,Voya,"GOODWILL INDUSTRIES, INC.",High,exact_normalized,"Recordkeeper: Voya | Matched employer: GOODWILL INDUSTRIES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: GOODWILL INDUSTRIES, INC. OMAHA RETIREMENT PLAN | Participants: 998 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
HUDDLE HOUSE INC.,TRANSAMERICA,Transamerica,HUDDLE HOUSE INC.,High,exact_normalized,"Recordkeeper: Transamerica | Matched employer: HUDDLE HOUSE INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: HUDDLE HOUSE INC. 401(K) PROFIT SHARING PLAN | Participants: 4,202 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Partners in opporunities,BOK FINANCIAL ASSET MANAGEMENT,No match found,,none,,No match found for input: Partners in opporunities,False,our_no_match
"CHECKERS DRIVE-IN RESTAURANTS, INC.",T. ROWE PRICE,"T.ROWE PRICE RPS, INC","CHECKERS DRIVE-IN RESTAURANTS, INC.",High,exact_normalized,"Recordkeeper: T.ROWE PRICE RPS, INC | Matched employer: CHECKERS DRIVE-IN RESTAURANTS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: CHECKERS DRIVE-IN RESTAURANTS, INC. 401(K) PLAN | Participants: 12,440 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Mallard cove retirement community,401K PLANS,No match found,,none,,No match found for input: Mallard cove retirement community,False,our_no_match
RANDSTAD NORTH AMERICA,MILLIMAN,Milliman,RANDSTAD NORTH AMERICA,High,exact_normalized,"Recordkeeper: Milliman | Matched employer: RANDSTAD NORTH AMERICA | Confidence: High (100%) | Match method: exact_normalized | Plan: RANDSTAD NORTH AMERICA 401(K) PLAN | Participants: 81,854 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Digital subscriptions,1ST COURCE BANK,No match found,,none,,No match found for input: Digital subscriptions,False,our_no_match
CONNEXION,EMPOWER,Empower Retirement,CONNEXION,High,exact_normalized,Recordkeeper: Empower Retirement | Matched employer: CONNEXION | Confidence: High (100%) | Match method: exact_normalized | Plan: CONNEXION 401(K) PLAN | Participants: 128 | Plan year: 2022 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
Love's,1ST COURCE BANK,No match found,,none,,No match found for input: Love's,False,our_no_match
AT&T INC.,FIDELITY,Fidelity Investments,AT&T INC.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: AT&T INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: AT&T RETIREMENT SAVINGS PLAN | Participants: 203,226 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Vogue Beauty School,FIDELITY,No match found,,none,,No match found for input: Vogue Beauty School,False,our_no_match
GENUINE PARTS COMPANY,ALIGHT SOLUTIONS,Alight Solutions,GENUINE PARTS COMPANY,High,exact_normalized,"Recordkeeper: Alight Solutions | Matched employer: GENUINE PARTS COMPANY | Confidence: High (100%) | Match method: exact_normalized | Plan: GENUINE PARTS COMPANY 401(K) SAVINGS PLAN | Participants: 38,961 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
STEAK N SHAKE INC.,PRINCIPAL LIFE INSURANCE COMPANY,Principal,STEAK N SHAKE INC.,High,exact_normalized,"Recordkeeper: Principal | Matched employer: STEAK N SHAKE INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE STEAK 'N SHAKE 401(K) SAVINGS PLAN | Participants: 1,411 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
THE KROGER CO.,MERRILL,Merrill Lynch,THE KROGER CO.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: THE KROGER CO. | Confidence: High (100%) | Match method: exact_normalized | Plan: THE KROGER CO. SAVINGS PLAN | Participants: 262,794 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
MCDONALD'S CORPORATION,EMPOWER,Empower,MCDONALDS CORPORATION AND SUBSIDIARIES,High,curated_override,"Recordkeeper: Empower | Matched employer: MCDONALDS CORPORATION AND SUBSIDIARIES | Confidence: High (100%) | Match method: curated_override | Plan: MCDONALD'S CORPORATION 401(K) PLAN | Participants: 32,808 | Plan year: 2024 | Reason: McDonald's Corporation 401(k) plan materials and SEC filings name Empower as recordkeeper (since January 2020). DOL Schedule C can still list legacy providers such as Voya without reflecting the current recordkeeper.",True,equivalent
"AIRCO MECHANICAL, LTD.",TCG GROUP HOLDINGS,"TCG GROUP HOLDINGS, LLP","AIRCO MECHANICAL, LTD.",High,exact_normalized,"Recordkeeper: TCG GROUP HOLDINGS, LLP | Matched employer: AIRCO MECHANICAL, LTD. | Confidence: High (100%) | Match method: exact_normalized | Plan: AIRCO MECHANICAL, LTD. 401(K) PLAN | Participants: 817 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"ASSOCIATED WHOLESALE GROCERS, INC.",MERRILL,Merrill Lynch,"ASSOCIATED WHOLESALE GROCERS, INC.",High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: ASSOCIATED WHOLESALE GROCERS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: AWG, INC RESTATED 401(K) PLAN | Participants: 3,601 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"FIVE BELOW, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"FIVE BELOW, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: FIVE BELOW, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: FIVE BELOW 401(K) RETIREMENT SAVINGS PLAN | Participants: 15,848 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Good Sam Camping World,RETIREMENT,No match found,,none,,No match found for input: Good Sam Camping World,False,our_no_match
"CHIPOTLE MEXICAN GRILL, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"CHIPOTLE MEXICAN GRILL, INC.",High,exact_normalized,"Recordkeeper: Principal | Matched employer: CHIPOTLE MEXICAN GRILL, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: CHIPOTLE MEXICAN GRILL, INC. 401(K) PLAN | Participants: 90,364 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
US Bank,FIDELITY,Fidelity Investments,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: JPMORGAN CHASE BANK, NATIONAL ASSOCIATION | Confidence: High (96%) | Match method: word_boundary | Plan: JPMORGAN CHASE 401(K) SAVINGS PLAN | Participants: 299,277 | Plan year: 2024 | Reason: Listed on Schedule C Part 1 (eligible service providers on the filing). For some large plans the recordkeeper is also named in the Notes to Financial Statements attached to Schedule H (not available in DOL CSV extracts). This is separate from the Schedule C Part 1 Item 2 compensation table with service codes 15/64. Provider on filing: FIDELITY INVESTMENTS. Large plan with no Schedule C recordkeeper codes 15/64 in DOL data — verify the Notes to Financial Statements (Schedule H attachment) for the named record keeper.",True,equivalent
STARBUCKS CORPORATION,FIDELITY,Fidelity Investments,STARBUCKS CORPORATION,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: STARBUCKS CORPORATION | Confidence: High (100%) | Match method: exact_normalized | Plan: STARBUCKS CORPORATION 401(K) PLAN | Participants: 307,988 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"LEGGETT & PLATT, INCORPORATED",PRINCIPAL LIFE INSURANCE COMPANY,Principal,"LEGGETT & PLATT, INCORPORATED",High,exact_normalized,"Recordkeeper: Principal | Matched employer: LEGGETT & PLATT, INCORPORATED | Confidence: High (100%) | Match method: exact_normalized | Plan: LEGGETT & PLATT, INCORPORATED 401(K) PLAN AND TRUST AGREEMENT | Participants: 7,025 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"SHOPRITE SUPERMARKETS, INC.",EMPOWER,Empower Retirement,"SHOPRITE SUPERMARKETS, INC.",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: SHOPRITE SUPERMARKETS, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: SHOPRITE SUPERMARKETS, INC. 401(K) PLAN | Participants: 540 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
WALMART INC.,MERRILL,Merrill Lynch,WALMART INC.,High,exact_normalized,"Recordkeeper: Merrill Lynch | Matched employer: WALMART INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WALMART 401(K) PLAN | Participants: 1,921,006 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
BUZZI UNICEM USA INC.,PRINCIPAL LIFE INSURANCE COMPANY,Principal,BUZZI UNICEM USA INC.,High,exact_normalized,Recordkeeper: Principal | Matched employer: BUZZI UNICEM USA INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: BUZZI UNICEM USA INC. RETIREMENT SAVINGS PLAN FOR SALARIED EMPLOYEES | Participants: 900 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
"DIXIE ELECTRIC COMPANY, INC.",NEWPORT GROUP,Newport Group,"DIXIE ELECTRIC COMPANY, INC.",High,exact_normalized,"Recordkeeper: Newport Group | Matched employer: DIXIE ELECTRIC COMPANY, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: DIXIE ELECTRIC COMPANY, INC. 401(K) PLAN | Participants: 335 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"HOPEBRIDGE, LLC",EMPOWER,Empower Retirement,"HOPEBRIDGE, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: HOPEBRIDGE, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: HOPEBRIDGE, LLC 401(K) PLAN | Participants: 4,661 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Wendy's,401K ADMINISTRATORS,Transamerica,"WENDYS OF BOWLING GREEN, INC.",High,word_boundary,"Recordkeeper: Transamerica | Matched employer: WENDYS OF BOWLING GREEN, INC. | Confidence: High (96%) | Match method: word_boundary | Plan: WENDY'S EMPLOYEE INVESTMENT PLAN | Participants: 1,672 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
"CORECIVIC OF TENNESSEE, LLC",EMPOWER,Empower Retirement,"CORECIVIC OF TENNESSEE, LLC",High,exact_normalized,"Recordkeeper: Empower Retirement | Matched employer: CORECIVIC OF TENNESSEE, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: CORECIVIC 401(K) PLAN | Participants: 13,328 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Weisbrod Memorial County Hospital,401K PLANS,No match found,,none,,No match found for input: Weisbrod Memorial County Hospital,False,our_no_match
"COMMUNITY BRIDGES, INC.",FIDELITY,Fidelity Investments,"COMMUNITY BRIDGES, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: COMMUNITY BRIDGES, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: COMMUNITY BRIDGES, INC. 401(K) PLAN | Participants: 1,622 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
"WAWA, INC.",VANGUARD,Vanguard,"WAWA, INC.",High,exact_normalized,"Recordkeeper: Vanguard | Matched employer: WAWA, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WAWA, INC. 401(K) PLAN | Participants: 24,016 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
Visit health care,401K PLANS,No match found,,none,,No match found for input: Visit health care,False,our_no_match
Elara Caring,401K PLANS,Fidelity Investments,"BW NHHC HOLDCO INC., DBA ELARA CARING",High,word_boundary,"Recordkeeper: Fidelity Investments | Matched employer: BW NHHC HOLDCO INC., DBA ELARA CARING | Confidence: High (96%) | Match method: word_boundary | Plan: ONE ELARA RETIREMENT PLAN | Participants: 13,056 | Plan year: 2024 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.",False,mismatch
"WHOLE FOODS MARKET, INC.",FIDELITY,Fidelity Investments,"WHOLE FOODS MARKET, INC.",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: WHOLE FOODS MARKET, INC. | Confidence: High (100%) | Match method: exact_normalized | Plan: WHOLE FOODS MARKET GROWING YOUR FUTURE 401(K) PLAN | Participants: 122,881 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
FAIRWAY MARKET III,TRANSAMERICA,Transamerica,FAIRWAY MARKET III,High,exact_normalized,Recordkeeper: Transamerica | Matched employer: FAIRWAY MARKET III | Confidence: High (100%) | Match method: exact_normalized | Plan: FAIRWAY MARKET III 401(K) PROFIT SHARING PLAN | Participants: 436 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.,True,equivalent
STEVEN MADDEN LTD.,FIDELITY,Fidelity Investments,STEVEN MADDEN LTD.,High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: STEVEN MADDEN LTD. | Confidence: High (100%) | Match method: exact_normalized | Plan: STEVE MADDEN 401(K) | Participants: 1,645 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
newark public school,401K PLANS,No match found,,none,,No match found for input: newark public school,False,our_no_match
"GPS HOSPITALITY, LLC",LINCOLN NATIONAL,AT RETIREMENT SERVICES,"GPS HOSPITALITY, LLC",High,exact_normalized,"Recordkeeper: AT RETIREMENT SERVICES | Matched employer: GPS HOSPITALITY, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: GPS HOSPITALITY 401(K) PLAN | Participants: 2,796 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",False,mismatch
"PAPA JOHN'S INTERNATIONAL, INC.",PRINCIPAL LIFE INSURANCE COMPANY,Principal,ALEXA ENTERPRISES INC. DBA PAPA JOHNS,High,word_boundary,Recordkeeper: Principal | Matched employer: ALEXA ENTERPRISES INC. DBA PAPA JOHNS | Confidence: High (96%) | Match method: word_boundary | Plan: PAPA JOHNS (AEI) 401(K) PLAN | Participants: 303 | Plan year: 2022 | Reason: The normalized input appeared as a full-word phrase inside the DOL employer name.,True,equivalent
"AMAZON.COM SERVICES, LLC",FIDELITY,Fidelity Investments,"AMAZON.COM SERVICES, LLC",High,exact_normalized,"Recordkeeper: Fidelity Investments | Matched employer: AMAZON.COM SERVICES, LLC | Confidence: High (100%) | Match method: exact_normalized | Plan: AMAZON 401(K) PLAN | Participants: 1,336,478 | Plan year: 2024 | Reason: The normalized input exactly matched the normalized DOL employer name.",True,equivalent
